shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
9172832a-d99f-4400-b801-baf4cfd054b7,40.4473657972059,-86.9408868259584,36,1000.48
e0c92e87-ef25-4f24-8979-fce9c3bc02dd,40.4674734620113,-86.9478147030542,37,3913.92
0bb04145-d02a-46c3-a800-6d0d42233c5c,40.4406122264532,-86.9183562849494,105,6823.2
9172832a-d99f-4400-b801-baf4cfd054b7,40.4474819660061,-86.9390922991542,1,35.81
a05e2688-6ec0-45d9-a447-37df08b14d0b,40.4227219809887,-86.8868493081738,15,1016.34
93c1bdef-1567-4615-ab23-04d3cc324ca3,40.4436139864976,-86.8995442560155,49,3517.1
b2d5f522-ef1c-4f6f-a88e-f9f90dc80c88,40.4688845347436,-86.9470984405092,10,450.65
0fd3c4b0-ae9d-40b2-a07c-715b3b3b553a,40.3973888983997,-86.8948702230175,36,2831.69
002a917d-6cdc-46ab-bb61-4e54c64205ee,40.4045967003375,-86.8741502467381,14,1341.02
b2d5f522-ef1c-4f6f-a88e-f9f90dc80c88,40.4518698960306,-86.9265557696863,44,3418.55
e0c92e87-ef25-4f24-8979-fce9c3bc02dd,40.4597722192073,-86.9372997024968,60,5694.22
3fa1788a-9312-405f-9fad-405ff4e7cdb3,40.4517725379332,-86.902642512479,73,4498.8
3fa1788a-9312-405f-9fad-405ff4e7cdb3,40.4500741637498,-86.9010624626392,71,4265.41
0fd3c4b0-ae9d-40b2-a07c-715b3b3b553a,40.3817283517495,-86.8691091943149,136,10083.07
b811b298-72d9-4efd-9671-3351c62aa1de,40.446857150188,-86.940488192759,50,1062.6
ade7b7b0-935b-439e-966d-c3f250810c1a,40.4321110177523,-86.887463885205,17,1532.89
1f6ab1b9-203d-4800-9c2f-0575ebaff4a6,40.4470062576938,-86.9148092751945,107,3554.24
f25f38ba-f752-43fd-baec-05c57d7fd482,40.417357860483,-86.8757531785761,21,1965.25
